"room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","city"
"Entire home/apt",4,1,0,2,65,3,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",6,2,3,5,150,7,1125,1,100,10,10,10,6,10,10,"mallorca"
"Entire home/apt",3,1,1,2,141,1,1125,88,89,9,9,9,9,9,9,"barcelona"
"Entire home/apt",2,1,0,1,100,3,1125,1,80,8,8,8,8,8,8,"barcelona"
"Entire home/apt",4,1,2,4,100,2,1125,44,93,9,9,10,10,9,9,"barcelona"
"Entire home/apt",6,2,3,4,83,7,1125,7,100,10,9,10,10,10,10,"mallorca"
"Private room",2,1,1,1,60,1,1125,3,93,9,9,9,10,10,9,"barcelona"
"Entire home/apt",7,2,3,3,97,2,30,1,100,8,10,10,10,10,10,"barcelona"
"Entire home/apt",3,1,0,2,48,1,1125,72,89,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,0,1,2,125,15,90,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,0,2,50,2,30,204,93,10,9,10,10,10,9,"madrid"
"Entire home/apt",10,2,4,6,80,1,27,5,92,10,10,9,10,10,10,"madrid"
"Entire home/apt",6,3,4,4,175,6,1125,1,80,10,10,10,8,8,8,"menorca"
"Entire home/apt",4,1,1,2,127,4,1125,1,100,10,10,10,10,10,10,"girona"
"Entire home/apt",2,2,1,1,60,1,1125,7,91,9,9,9,10,9,9,"barcelona"
"Entire home/apt",19,4,5,13,200,1,1125,34,94,10,10,10,10,10,9,"madrid"
"Entire home/apt",4,2,2,2,90,2,1125,1,100,10,8,10,10,10,10,"sevilla"
"Entire home/apt",3,1,0,2,41,1,1125,10,88,9,10,10,9,10,8,"madrid"
"Entire home/apt",4,1,3,4,60,4,7,6,80,10,10,10,10,8,9,"malaga"
"Private room",2,1,1,2,50,2,1125,2,100,8,10,10,10,9,9,"malaga"
"Private room",1,2,1,1,20,7,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,2,2,100,3,30,23,93,9,9,10,10,10,9,"barcelona"
"Entire home/apt",6,2,3,5,114,2,1125,19,96,10,10,9,9,9,9,"madrid"
"Entire home/apt",6,2,3,6,500,2,330,27,84,9,9,9,10,9,9,"barcelona"
"Entire home/apt",8,2,4,4,195,2,1125,113,96,10,9,9,10,10,10,"malaga"
"Entire home/apt",2,1,1,1,49,2,90,2,100,10,10,10,10,10,10,"malaga"
"Entire home/apt",4,1,3,3,200,2,10,30,97,10,10,10,10,9,10,"madrid"
"Entire home/apt",2,1,1,1,70,1,1125,10,96,10,9,9,9,10,9,"barcelona"
"Entire home/apt",6,2,3,3,140,2,15,71,90,9,8,9,9,10,9,"valencia"
"Entire home/apt",2,1,1,1,38,32,1125,1,100,10,10,10,10,10,8,"barcelona"
"Entire home/apt",8,2,3,5,236,1,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",2,1,0,1,35,2,1125,1,100,8,8,10,10,10,10,"malaga"
"Private room",2,1,1,1,35,1,1125,38,95,10,9,10,10,10,9,"barcelona"
"Entire home/apt",4,1,2,3,132,2,1125,5,100,10,10,10,10,10,10,"girona"
"Entire home/apt",6,4,4,4,800,4,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",6,1,2,3,65,2,1125,77,97,10,10,10,10,9,10,"madrid"
"Entire home/apt",8,2,3,5,180,2,1125,10,98,10,10,10,10,10,10,"girona"
"Private room",2,1,1,2,14,1,7,5,80,7,6,9,9,8,8,"valencia"
"Entire home/apt",4,1,2,3,85,7,30,2,90,10,10,10,10,10,10,"menorca"
"Entire home/apt",5,1,2,4,82,1,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",6,2,3,3,50,2,30,13,97,10,10,10,10,10,10,"girona"
"Entire home/apt",5,1,2,2,135,1,365,7,86,9,9,9,8,9,8,"barcelona"
"Entire home/apt",4,1,1,2,50,60,1125,19,99,10,10,10,10,10,10,"sevilla"
"Entire home/apt",4,1,1,2,70,3,548,70,84,9,9,9,9,9,9,"barcelona"
"Entire home/apt",15,9,8,15,342,3,1125,2,90,9,8,9,9,10,9,"girona"
"Entire home/apt",2,1,1,1,500,2,8,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",2,1,0,1,75,4,1125,5,96,9,9,9,9,10,9,"madrid"
"Private room",2,1,1,1,32,1,6,44,97,10,10,10,10,10,10,"barcelona"
"Private room",2,1,1,1,30,1,7,39,92,10,10,10,10,10,9,"barcelona"
"Entire home/apt",2,1,0,1,47,2,1125,74,96,10,10,10,10,10,10,"valencia"
"Entire home/apt",14,3,5,8,320,1,1125,19,85,9,9,8,9,9,9,"girona"
"Entire home/apt",2,1,1,2,40,1,15,74,82,9,8,9,9,9,8,"madrid"
"Private room",2,1,1,1,50,2,4,30,99,10,10,10,10,10,10,"barcelona"
"Entire home/apt",8,2,3,8,49,2,1125,106,85,8,7,9,9,8,8,"valencia"
"Entire home/apt",8,3,4,7,186,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",2,1,1,1,73,4,90,8,98,10,10,9,10,10,10,"malaga"
"Entire home/apt",5,2,3,4,95,2,1125,0,92,9,9,10,10,10,9,"valencia"
"Entire home/apt",4,1,2,3,79,2,1125,50,97,10,10,10,10,10,10,"valencia"
"Entire home/apt",12,4,6,9,230,3,60,162,90,9,9,10,9,10,9,"barcelona"
"Private room",1,1,1,1,31,7,30,3,100,10,10,10,10,9,10,"madrid"
"Entire home/apt",10,3,4,7,214,2,30,23,88,9,9,9,9,9,9,"girona"
"Entire home/apt",8,3,4,6,162,4,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",2,1,2,2,50,1,1125,1,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",6,1,2,4,125,2,32,8,100,10,10,10,10,10,10,"sevilla"
"Entire home/apt",8,1,2,5,65,3,1125,6,100,10,10,10,10,10,10,"girona"
"Entire home/apt",4,2,1,2,89,2,730,4,100,10,10,9,10,10,10,"sevilla"
"Entire home/apt",4,1,2,3,178,1,1124,14,93,10,10,10,10,10,9,"sevilla"
"Private room",2,1,1,1,34,2,30,109,90,9,10,10,10,9,9,"barcelona"
"Entire home/apt",2,1,1,1,110,3,1125,0,92,9,9,10,10,10,9,"madrid"
"Private room",2,1,1,1,45,2,28,111,93,10,9,10,10,10,9,"madrid"
"Entire home/apt",6,2,3,4,132,1,1125,3,87,10,9,10,10,9,9,"mallorca"
"Entire home/apt",10,3,5,7,118,1,1125,6,97,9,9,10,10,10,9,"mallorca"
"Private room",1,1,1,1,15,1,31,16,97,10,9,10,10,9,10,"sevilla"
"Private room",1,1,1,1,25,3,1125,18,99,10,10,10,10,10,10,"barcelona"
"Entire home/apt",2,1,1,1,69,1,1125,32,81,9,8,9,9,9,8,"barcelona"
"Entire home/apt",8,3,4,6,525,7,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",5,1,4,4,100,1,27,3,87,9,9,10,10,10,8,"sevilla"
"Entire home/apt",11,3,5,8,288,7,1125,4,100,10,10,10,10,10,10,"mallorca"
"Entire home/apt",4,1,2,2,120,3,1125,0,92,9,9,10,10,10,9,"madrid"
"Private room",1,1,1,1,32,1,1125,8,80,9,9,10,8,10,9,"madrid"
"Entire home/apt",10,3,4,8,180,3,15,123,98,10,9,10,10,10,10,"madrid"
"Entire home/apt",4,1,2,3,27,60,1125,0,92,9,9,10,10,10,9,"sevilla"
"Entire home/apt",4,1,2,3,108,3,180,73,88,9,9,9,9,10,9,"barcelona"
"Private room",2,1,1,1,40,2,360,3,93,10,10,10,10,10,9,"valencia"
"Private room",2,1,1,1,42,1,1125,13,92,9,10,9,9,9,10,"barcelona"
"Entire home/apt",5,1,3,4,62,2,1125,54,92,10,10,10,10,8,9,"sevilla"
"Entire home/apt",6,2,2,4,311,3,1125,7,97,10,10,9,10,10,10,"sevilla"
"Entire home/apt",8,2,3,4,123,1,1125,22,99,10,10,10,10,10,10,"madrid"
"Entire home/apt",6,2,3,6,90,3,30,2,100,10,10,10,10,7,7,"malaga"
"Entire home/apt",5,2,2,5,69,1,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",4,1,1,1,55,2,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,1,1,1000,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",2,1,1,2,50,2,1125,47,96,10,10,10,10,10,10,"madrid"
"Entire home/apt",6,3,4,5,150,32,1125,1,80,6,10,10,10,10,10,"barcelona"
"Entire home/apt",3,1,1,2,57,31,365,2,80,8,6,10,10,8,8,"barcelona"
"Private room",1,1,1,0,22,1,7,161,97,10,10,10,10,9,10,"madrid"
"Private room",1,1,1,1,35,1,1125,10,91,9,9,10,10,10,9,"barcelona"
"Entire home/apt",4,1,1,2,104,5,1125,10,70,8,7,7,8,9,8,"girona"
"Entire home/apt",8,2,4,4,150,7,1125,1,100,8,10,10,10,8,10,"girona"
"Entire home/apt",4,1,1,1,150,1,1125,0,92,9,9,10,10,10,9,"malaga"
"Entire home/apt",6,2,3,8,172,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",3,1,1,1,44,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",6,1,2,3,76,2,120,2,100,10,10,10,10,10,10,"madrid"
"Entire home/apt",6,2,3,5,236,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,1,0,2,100,3,15,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",2,1,2,2,38,32,365,0,92,9,9,10,10,10,9,"barcelona"
"Private room",3,2,1,2,75,2,30,24,96,10,10,10,10,10,9,"barcelona"
"Private room",3,1,1,1,60,7,30,0,92,9,9,10,10,10,9,"barcelona"
"Private room",2,1,1,1,15,2,1125,37,84,9,8,10,9,9,8,"valencia"
"Entire home/apt",6,2,4,4,119,2,365,95,92,9,10,10,10,8,9,"madrid"
"Entire home/apt",4,2,2,3,160,2,1125,2,90,10,10,10,10,10,8,"barcelona"
"Private room",1,1,1,1,75,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",3,1,2,2,50,5,1125,7,100,10,9,10,10,10,10,"valencia"
"Private room",2,1,1,1,49,3,1125,21,98,10,10,10,10,10,10,"barcelona"
"Entire home/apt",6,2,3,5,75,3,330,2,40,5,9,7,6,9,5,"barcelona"
"Entire home/apt",4,1,1,2,115,1,10,5,100,10,10,10,10,10,9,"madrid"
"Entire home/apt",4,1,1,4,52,2,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",2,1,0,1,100,2,120,1,100,10,8,10,10,10,10,"malaga"
"Private room",2,1,1,1,55,1,1125,58,88,9,9,9,10,9,9,"barcelona"
"Entire home/apt",8,2,4,6,439,4,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",8,1,3,4,240,1,1124,0,92,9,9,10,10,10,9,"madrid"
"Private room",2,1,1,1,44,5,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",6,3,3,4,352,7,730,1,100,10,10,10,10,8,8,"mallorca"
"Entire home/apt",8,2,3,6,200,5,90,1,100,10,10,8,10,10,8,"girona"
"Entire home/apt",16,5,6,13,174,3,28,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",6,3,3,4,231,7,1125,3,100,10,10,10,10,10,9,"girona"
"Entire home/apt",2,1,1,1,1136,1,60,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,1,2,199,1,1125,1,80,6,10,10,10,8,10,"barcelona"
"Entire home/apt",3,1,0,2,59,3,1124,0,92,9,9,10,10,10,9,"malaga"
"Entire home/apt",7,3,3,5,184,1,1125,2,100,10,9,10,10,10,9,"girona"
"Entire home/apt",2,1,1,1,40,1,1125,4,90,9,9,9,10,8,9,"sevilla"
"Entire home/apt",6,1,3,5,160,2,1125,1,80,10,10,8,10,10,8,"madrid"
"Entire home/apt",8,2,4,4,171,7,1125,1,40,6,8,8,6,10,6,"mallorca"
"Private room",2,2,1,1,30,2,60,7,100,10,10,9,10,10,10,"barcelona"
"Entire home/apt",6,1,2,4,95,7,365,30,92,9,9,10,10,10,9,"madrid"
"Private room",2,1,1,1,45,1,1125,1,100,10,10,10,10,8,10,"mallorca"
"Entire home/apt",6,1,2,2,40,1,720,80,98,10,10,10,10,10,10,"madrid"
"Entire home/apt",4,2,1,2,80,1,1125,9,100,10,10,10,10,10,10,"madrid"
"Private room",2,1,1,1,50,2,1125,3,100,10,10,10,10,10,10,"sevilla"
"Private room",2,2,1,1,65,3,1125,43,92,9,10,10,10,10,10,"barcelona"
"Entire home/apt",8,3,3,4,210,5,1125,2,100,10,10,10,10,10,10,"mallorca"
"Entire home/apt",8,2,3,7,286,2,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",3,1,2,2,45,2,90,32,98,10,10,10,10,9,9,"valencia"
"Entire home/apt",4,1,2,4,90,31,1125,51,86,9,9,9,9,9,9,"barcelona"
"Entire home/apt",4,1,1,2,86,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Private room",2,1,1,1,55,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",4,1,2,4,74,1,365,1,100,10,10,10,10,10,10,"barcelona"
"Private room",2,1,1,1,41,2,260,124,94,10,10,10,10,10,10,"barcelona"
"Entire home/apt",4,1,1,2,55,1,1125,14,90,9,9,10,10,9,9,"mallorca"
"Private room",2,1,1,1,14,30,1125,0,92,9,9,10,10,10,9,"valencia"
"Entire home/apt",6,1,2,4,66,1,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",2,1,1,2,60,32,1125,1,100,10,10,10,10,10,10,"barcelona"
"Private room",1,2,1,1,18,1,60,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",6,2,3,4,360,5,1125,1,60,6,10,2,4,6,6,"girona"
"Hotel room",3,1,2,2,198.71,1,1125,14,98,10,10,10,10,10,10,"barcelona"
"Entire home/apt",3,1,1,2,65,4,32,44,94,10,10,10,10,10,9,"madrid"
"Entire home/apt",6,2,4,6,250,7,60,41,92,10,9,10,10,9,9,"mallorca"
"Entire home/apt",6,2,3,4,149,1,1125,6,70,7,8,9,8,9,7,"madrid"
"Entire home/apt",9,3,4,5,150,1,1125,3,87,10,10,10,10,9,10,"mallorca"
"Entire home/apt",6,2,2,4,105,1,1125,0,92,9,9,10,10,10,9,"malaga"
"Entire home/apt",4,1,2,2,60,7,90,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",2,1,3,4,55,3,3,0,92,9,9,10,10,10,9,"barcelona"
"Private room",2,2,1,1,55,1,365,61,97,10,10,10,10,10,10,"barcelona"
"Private room",1,1,1,1,60,3,100,3,90,10,10,9,10,10,10,"madrid"
"Private room",1,1,1,1,27,3,1125,90,98,10,10,10,10,10,10,"madrid"
"Private room",2,1,1,1,89,2,1125,1,100,10,10,10,10,10,10,"barcelona"
"Entire home/apt",4,1,2,2,50,3,1125,3,60,7,6,5,8,6,6,"barcelona"
"Entire home/apt",4,2,2,2,70,3,90,3,100,10,9,10,10,10,9,"madrid"
"Entire home/apt",6,2,3,4,250,5,1125,12,100,10,10,10,10,10,10,"mallorca"
"Entire home/apt",6,2,3,5,100,3,1125,23,92,10,9,10,10,10,9,"mallorca"
"Entire home/apt",6,2,3,5,120,3,90,55,96,10,10,10,10,10,9,"girona"
"Entire home/apt",2,1,0,1,45,32,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",4,2,2,3,64,7,31,4,90,8,9,10,10,8,7,"girona"
"Entire home/apt",8,3,4,7,105,7,1125,0,92,9,9,10,10,10,9,"mallorca"
"Private room",2,1,1,1,100,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Private room",2,1,1,1,35,1,1125,0,92,9,9,10,10,10,9,"valencia"
"Entire home/apt",6,2,3,3,180,1,1125,2,90,10,8,10,10,10,9,"madrid"
"Entire home/apt",5,1,2,3,156,5,1125,1,100,10,10,10,10,10,8,"madrid"
"Entire home/apt",10,3,5,7,234,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,1,1,2,45,1,1124,3,67,9,7,9,10,7,8,"girona"
"Entire home/apt",2,1,1,1,65,5,1125,13,100,10,9,10,10,10,10,"madrid"
"Entire home/apt",4,1,3,4,139,3,14,5,100,10,10,10,10,10,10,"mallorca"
"Private room",2,2,1,1,20,1,30,191,95,9,10,10,10,9,9,"valencia"
"Entire home/apt",8,3,4,6,80,4,1125,45,99,10,10,10,10,9,10,"mallorca"
"Entire home/apt",6,1,3,3,60,3,1125,41,92,9,9,10,10,8,9,"madrid"
"Entire home/apt",5,2,2,5,145,4,1125,14,93,9,10,9,10,10,9,"sevilla"
"Private room",2,1,1,1,40,3,120,8,93,9,9,10,10,10,9,"barcelona"
"Private room",1,1,1,1,20,1,1125,3,100,10,10,10,10,9,9,"madrid"
"Entire home/apt",5,2,2,3,170,10,1125,1,80,6,8,10,8,10,6,"madrid"
"Private room",1,1,1,1,17,1,1125,12,96,9,10,10,10,9,9,"madrid"
"Entire home/apt",6,1,2,2,80,7,30,20,99,10,9,9,10,10,9,"girona"
"Entire home/apt",6,3,3,5,225,7,7,2,100,10,10,10,10,10,9,"mallorca"
"Private room",2,2,1,1,24,1,1125,2,90,10,9,9,10,10,10,"barcelona"
"Entire home/apt",4,1,1,2,52,5,1125,0,92,9,9,10,10,10,9,"valencia"
"Entire home/apt",5,2,3,4,110,4,1124,13,92,10,9,10,10,9,9,"mallorca"
"Entire home/apt",6,1,4,4,73,32,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",5,1,2,4,185,5,1125,1,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",6,3,3,4,450,2,31,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",10,4,5,10,261,7,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,1,1,1,55,3,1111,164,91,9,9,10,10,10,9,"sevilla"
"Private room",2,2,1,1,35,1,7,71,95,10,9,10,10,9,9,"barcelona"
"Entire home/apt",13,4,6,8,377,7,730,0,92,9,9,10,10,10,9,"menorca"
"Private room",2,1,1,1,49,28,1123,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",8,6,4,6,205,5,28,1,100,10,10,10,10,10,10,"mallorca"
"Entire home/apt",5,2,2,5,75,7,27,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",5,1,3,3,108,6,1125,12,84,9,8,9,9,10,9,"mallorca"
"Entire home/apt",5,1,2,3,80,1,1124,146,93,10,10,10,10,9,9,"girona"
"Entire home/apt",4,1,2,4,220,4,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",10,3,5,9,235,6,1125,0,92,9,9,10,10,10,9,"menorca"
"Entire home/apt",3,1,1,2,78,3,45,1,100,10,10,10,10,10,10,"madrid"
"Entire home/apt",4,1,2,3,130,3,1125,11,93,10,10,10,10,10,9,"barcelona"
"Entire home/apt",3,1,0,1,70,2,1125,5,64,8,7,6,7,9,8,"malaga"
"Entire home/apt",2,1,1,1,95,3,8,2,80,10,6,10,10,10,7,"barcelona"
"Private room",2,1,1,1,38,1,365,0,92,9,9,10,10,10,9,"malaga"
"Entire home/apt",2,1,1,2,58,2,5,32,97,10,10,10,10,10,10,"madrid"
"Entire home/apt",2,1,1,1,35,31,1125,17,92,10,9,10,10,10,9,"barcelona"
"Entire home/apt",4,1,2,3,85,3,1125,23,84,9,9,9,10,9,8,"madrid"
"Entire home/apt",4,1,1,3,400,4,60,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",8,2,3,4,121,4,1125,93,96,10,10,10,10,10,9,"barcelona"
"Entire home/apt",3,1,1,3,65,1,1125,0,92,9,9,10,10,10,9,"malaga"
"Private room",1,2,1,1,40,1,1125,1,100,10,10,10,10,10,6,"barcelona"
"Private room",2,1,1,1,58,1,7,14,89,9,8,10,10,10,9,"barcelona"
"Entire home/apt",4,2,2,4,136,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,1,1,2,150,3,1125,13,95,10,9,10,10,10,9,"madrid"
"Private room",2,2,1,1,35,1,1125,16,93,9,9,10,9,10,10,"barcelona"
"Entire home/apt",6,2,3,4,170,4,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",2,1,1,2,66,7,30,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",7,4,4,6,163,3,1125,8,95,9,10,10,10,8,9,"mallorca"
"Entire home/apt",4,2,2,4,140,7,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,2,2,50,7,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",3,1,1,2,140,1,1125,7,69,8,7,10,9,9,7,"mallorca"
"Entire home/apt",4,1,2,3,158,2,14,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",8,3,4,6,190,7,1125,0,92,9,9,10,10,10,9,"mallorca"
"Hotel room",3,1,1,2,73,1,15,0,92,9,9,10,10,10,9,"madrid"
"Private room",3,1,1,2,84,2,1125,19,96,10,10,10,10,10,9,"barcelona"
"Private room",1,1,1,1,25,1,3,0,92,9,9,10,10,10,9,"madrid"
"Private room",2,1,1,1,21,2,40,1,60,6,6,6,4,6,2,"sevilla"
"Private room",2,1,2,1,70,2,3,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",6,1,3,3,99,2,1125,149,96,10,10,10,10,10,10,"barcelona"
"Entire home/apt",6,2,3,5,265,2,200,7,94,9,9,9,10,9,9,"mallorca"
"Entire home/apt",4,1,1,2,133,3,1125,7,94,9,9,9,9,10,9,"barcelona"
"Entire home/apt",6,1,3,6,175,32,330,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",8,5,4,7,257,7,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",5,1,2,2,130,4,365,170,93,10,10,10,10,10,9,"barcelona"
"Entire home/apt",5,1,2,3,80,5,1125,27,99,10,10,10,10,9,10,"valencia"
"Entire home/apt",5,1,2,2,49,1,1125,382,93,9,10,10,10,10,9,"madrid"
"Private room",2,1,1,1,20,3,1125,42,92,9,8,10,10,10,9,"madrid"
"Entire home/apt",7,1,2,4,90,5,62,9,93,10,10,10,10,9,10,"madrid"
"Private room",1,1,1,1,37,2,1125,1,100,10,10,10,10,10,10,"barcelona"
"Entire home/apt",6,1,2,4,61,3,1125,0,92,9,9,10,10,10,9,"valencia"
"Private room",4,1,2,2,130,3,1125,7,84,10,10,9,8,10,9,"barcelona"
"Entire home/apt",8,3,4,6,386,1,1125,12,89,9,9,9,9,9,9,"mallorca"
"Entire home/apt",4,1,2,3,135,2,1125,5,76,8,8,10,8,9,8,"girona"
"Private room",2,1,1,2,99,2,21,98,96,9,9,10,10,10,9,"mallorca"
"Entire home/apt",3,1,2,2,60,4,1125,22,99,10,10,10,10,10,10,"madrid"
"Entire home/apt",6,2,2,6,129,30,600,6,100,10,10,10,9,10,10,"madrid"
"Entire home/apt",2,1,1,1,34,30,300,0,92,9,9,10,10,10,9,"madrid"
"Private room",1,1,1,1,250,4,1125,1,100,10,10,10,10,10,10,"barcelona"
"Private room",2,1,1,1,30,2,7,1,80,8,10,8,10,8,8,"madrid"
"Entire home/apt",6,5,3,5,177,4,1125,4,100,10,10,10,10,9,10,"mallorca"
"Entire home/apt",4,2,2,2,113,32,360,1,100,10,10,10,10,10,8,"barcelona"
"Entire home/apt",2,1,1,1,60,2,1125,137,97,10,10,10,10,10,10,"mallorca"
"Entire home/apt",4,1,2,4,102,1,365,26,96,10,10,10,10,10,9,"girona"
"Entire home/apt",6,2,3,4,266,5,1125,4,100,10,10,10,10,10,10,"mallorca"
"Entire home/apt",4,2,2,2,90,2,31,57,99,10,10,10,10,10,10,"madrid"
"Entire home/apt",5,2,2,4,250,4,1125,57,99,10,9,10,10,10,9,"malaga"
"Entire home/apt",4,1,0,2,29,3,300,169,95,10,9,10,10,9,9,"valencia"
"Entire home/apt",8,3,4,6,153,6,1125,8,98,10,10,10,10,10,10,"mallorca"
"Entire home/apt",2,1,1,1,60,3,30,25,90,10,9,10,10,9,9,"menorca"
"Entire home/apt",4,1,1,2,110,2,1125,10,100,10,10,10,10,10,10,"girona"
"Entire home/apt",15,5,6,14,258,2,1125,7,97,9,9,9,10,9,9,"girona"
"Entire home/apt",4,2,2,4,70,7,90,0,92,9,9,10,10,10,9,"girona"
"Private room",2,1,1,1,48,2,7,15,99,10,10,10,10,10,10,"madrid"
"Entire home/apt",5,2,3,4,203,10,30,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,2,2,1,87,7,1125,1,92,9,9,10,10,10,9,"mallorca"
"Private room",1,1,1,1,28,2,1125,0,92,9,9,10,10,10,9,"barcelona"
"Private room",1,1,1,1,15,1,1125,26,96,10,10,10,10,9,10,"malaga"
"Entire home/apt",5,1,2,2,79,2,1125,238,96,10,10,10,10,10,10,"sevilla"
"Entire home/apt",2,1,1,1,49,2,1125,3,87,10,10,10,10,9,9,"girona"
"Entire home/apt",7,3,4,7,245,6,1125,9,84,9,8,10,9,9,8,"girona"
"Private room",2,1,1,2,28,4,12,1,80,10,10,10,10,10,10,"barcelona"
"Entire home/apt",4,1,2,2,59,5,31,38,95,10,10,10,10,10,10,"malaga"
"Entire home/apt",4,1,2,3,100,7,30,6,83,9,8,9,10,9,8,"girona"
"Private room",2,1,1,0,55,2,60,1,100,10,10,10,10,10,10,"mallorca"
"Private room",8,4,4,8,350,7,21,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,1,1,2,115,1,1125,3,100,10,9,10,10,10,9,"madrid"
"Entire home/apt",6,2,2,4,41,1,1125,3,87,10,8,9,9,10,9,"girona"
"Private room",1,1,1,1,42,5,1125,0,92,9,9,10,10,10,9,"madrid"
"Private room",1,1,0,1,20,30,46,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",2,1,1,1,50,2,160,9,93,10,10,10,10,10,10,"madrid"
"Private room",2,1,1,1,32,2,10,69,99,10,10,10,10,10,10,"barcelona"
"Entire home/apt",8,2,4,6,136,1,1125,16,86,9,9,9,9,10,8,"girona"
"Entire home/apt",4,1,3,3,75,5,1125,33,98,10,10,10,10,9,10,"madrid"
"Entire home/apt",6,1,2,4,32,1,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",5,2,3,5,75,4,600,40,94,10,9,10,10,9,10,"mallorca"
"Entire home/apt",4,2,2,4,143,30,30,3,100,10,8,10,10,10,8,"girona"
"Entire home/apt",5,1,2,3,75,28,1125,7,97,10,9,10,10,10,10,"valencia"
"Private room",1,1,1,1,36,3,10,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",4,1,1,3,70,2,1125,28,95,10,9,10,10,10,9,"mallorca"
"Entire home/apt",5,1,3,3,50,2,1125,53,90,9,9,10,10,9,9,"valencia"
"Entire home/apt",2,1,2,2,40,3,1125,125,91,9,10,9,9,9,9,"barcelona"
"Entire home/apt",8,3,4,5,486,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",3,1,1,3,59,1,1125,1,80,10,8,10,10,10,8,"girona"
"Entire home/apt",4,1,2,4,100,1,1125,9,100,10,10,10,10,10,10,"mallorca"
"Entire home/apt",6,1,2,4,252,1,28,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",6,2,2,4,170,3,300,6,80,9,9,8,8,7,7,"barcelona"
"Entire home/apt",4,1,1,3,56,1,1125,3,87,7,9,9,10,9,9,"girona"
"Private room",2,1,1,1,65,2,1125,32,88,10,9,9,10,9,9,"barcelona"
