"room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","city"
"Entire home/apt",4,1,1,1,41,1,1125,6,90,9,9,10,10,10,9,"madrid"
"Entire home/apt",6,1,3,4,55,21,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",6,1,2,4,62,2,1125,47,96,10,10,10,10,10,9,"sevilla"
"Private room",1,2,1,1,10,35,1125,3,67,7,8,9,9,9,5,"barcelona"
"Entire home/apt",6,2,2,4,79,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",7,1,1,4,70,1,1125,12,92,10,10,10,9,10,9,"madrid"
"Entire home/apt",4,1,2,3,80,3,30,4,85,10,8,10,10,10,10,"valencia"
"Entire home/apt",8,2,4,5,354,1,28,0,92,9,9,10,10,10,9,"mallorca"
"Private room",1,1,1,1,27,2,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",3,1,2,2,35,2,70,56,84,9,9,10,10,8,9,"valencia"
"Entire home/apt",4,1,1,2,65,1,1125,1,100,10,10,8,10,10,10,"madrid"
"Entire home/apt",10,5,5,9,412,7,31,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",6,1,1,3,54,1,1125,13,83,10,9,9,9,9,9,"malaga"
"Entire home/apt",4,1,2,3,70,3,1125,1,20,2,2,2,2,2,2,"barcelona"
"Entire home/apt",5,1,3,3,65,2,30,73,94,10,9,10,10,10,9,"menorca"
"Private room",2,1,1,1,50,1,1125,24,96,10,10,10,10,10,9,"barcelona"
"Entire home/apt",4,1,1,2,95,2,1125,26,96,10,10,10,10,10,9,"madrid"
"Entire home/apt",4,1,2,2,130,2,7,0,92,9,9,10,10,10,9,"barcelona"
"Private room",2,1,1,1,20,1,1125,27,97,10,9,10,10,10,10,"barcelona"
"Entire home/apt",6,1,1,1,190,1,1125,1,100,10,10,10,10,8,10,"girona"
"Entire home/apt",2,1,1,1,130,2,1125,3,93,10,10,10,10,10,9,"madrid"
"Entire home/apt",5,1,2,4,71,1,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",2,1,1,1,22,1,1125,113,89,9,9,10,9,9,9,"barcelona"
"Entire home/apt",2,2,1,1,30,1,30,47,91,9,10,10,10,9,9,"malaga"
"Entire home/apt",5,2,2,4,89,1,1125,11,87,9,9,10,9,10,9,"madrid"
"Private room",2,1,1,1,30,1,1125,12,98,10,10,10,10,10,10,"madrid"
"Entire home/apt",6,2,2,0,159,3,28,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,2,2,3,75,2,15,177,99,10,10,10,10,10,10,"sevilla"
"Entire home/apt",4,1,3,3,70,1,1125,14,87,9,9,9,9,9,9,"barcelona"
"Private room",2,2,1,1,35,3,1125,7,90,9,9,9,9,10,9,"barcelona"
"Entire home/apt",6,2,2,3,120,3,30,21,92,10,9,10,10,10,9,"madrid"
"Entire home/apt",10,2,5,5,150,5,21,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",4,1,2,3,90,2,30,0,92,9,9,10,10,10,9,"valencia"
"Entire home/apt",6,1,3,3,122,3,1125,7,77,9,8,10,9,8,7,"barcelona"
"Entire home/apt",4,1,2,2,35,15,90,10,92,9,8,9,9,9,9,"madrid"
"Entire home/apt",4,1,1,2,32,1,1000,16,95,10,10,10,10,10,10,"malaga"
"Entire home/apt",6,2,2,4,148,2,999,75,99,10,10,10,10,10,10,"madrid"
"Entire home/apt",6,2,3,4,140,2,1125,278,97,10,10,10,10,10,10,"madrid"
"Private room",1,1,1,1,15,1,1125,3,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",3,1,1,1,60,3,1125,39,90,9,9,10,10,9,9,"mallorca"
"Entire home/apt",3,1,1,2,156,1,28,2,90,10,8,10,9,9,9,"girona"
"Private room",2,1,1,1,20,1,5,38,92,10,10,10,10,9,10,"barcelona"
"Entire home/apt",6,2,3,5,140,3,1125,144,88,9,9,10,10,10,9,"barcelona"
"Entire home/apt",8,2,4,7,261,1,365,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",2,2,1,2,76,28,1125,68,94,10,10,10,10,10,9,"madrid"
"Entire home/apt",2,1,0,1,50,1,27,2,80,6,10,6,8,5,8,"madrid"
"Private room",2,1,1,1,34,30,1124,6,97,10,9,10,10,9,9,"madrid"
"Entire home/apt",6,3,3,6,389,5,1125,0,92,9,9,10,10,10,9,"mallorca"
"Private room",3,2,1,3,40,1,1125,1,80,10,10,10,10,8,10,"barcelona"
"Private room",2,1,1,1,45,4,1001,7,94,10,9,10,10,10,10,"barcelona"
"Entire home/apt",4,2,2,2,80,1,1125,51,87,9,9,9,9,10,9,"barcelona"
"Entire home/apt",6,2,3,0,578,7,1125,0,92,9,9,10,10,10,9,"menorca"
"Entire home/apt",6,1,3,5,196,3,365,40,97,10,10,10,10,10,9,"barcelona"
"Private room",1,1,1,1,21,30,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",4,1,2,2,90,6,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",6,2,3,5,85,1,1125,12,87,9,9,10,10,10,9,"mallorca"
"Private room",2,1,1,1,26,1,1125,9,91,9,9,9,9,10,9,"madrid"
"Entire home/apt",8,2,3,4,250,1,1125,66,96,10,9,10,10,10,10,"malaga"
"Private room",3,1,1,2,49,2,1125,1,80,6,6,6,8,6,6,"barcelona"
"Entire home/apt",6,2,3,6,80,7,1125,7,97,10,10,10,10,10,9,"menorca"
"Entire home/apt",2,1,1,1,49,1,1125,184,90,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,1,2,53,1,6,43,98,10,10,10,10,10,10,"madrid"
"Private room",2,1,1,1,35,1,1125,50,87,9,8,9,9,9,9,"barcelona"
"Entire home/apt",4,1,2,3,145,1,1125,38,91,10,10,9,9,10,9,"barcelona"
"Private room",2,1,1,1,60,2,7,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",4,1,2,3,120,1,1125,10,98,10,10,10,10,10,10,"menorca"
"Entire home/apt",2,1,1,1,36,2,1125,20,100,10,10,10,10,10,10,"madrid"
"Private room",2,2,2,2,45,1,1125,3,90,10,10,8,10,10,10,"madrid"
"Private room",1,2,1,1,37,20,365,20,96,10,10,10,10,9,9,"barcelona"
"Entire home/apt",4,1,2,3,43,2,28,28,96,10,10,10,10,9,10,"girona"
"Entire home/apt",2,1,1,1,35,1,1125,13,98,10,9,10,10,10,9,"barcelona"
"Entire home/apt",8,4,4,5,250,1,1125,49,100,10,10,10,10,10,10,"mallorca"
"Private room",2,1,1,2,36,2,1125,6,96,10,9,10,10,10,9,"madrid"
"Private room",4,1,1,2,60,2,31,59,81,8,8,9,9,9,8,"barcelona"
"Entire home/apt",4,1,1,2,110,3,1125,87,99,10,10,10,10,10,10,"madrid"
"Entire home/apt",10,3,4,10,178,2,1120,17,86,9,9,9,10,9,9,"barcelona"
"Entire home/apt",5,2,3,3,90,2,1125,34,98,10,10,10,10,10,10,"girona"
"Private room",2,1,1,1,48,2,40,6,100,10,10,10,10,10,10,"barcelona"
"Private room",2,1,1,1,74,2,30,0,92,9,9,10,10,10,9,"sevilla"
"Shared room",1,1,1,1,40,1,3,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",8,3,4,4,257,3,1125,2,90,10,10,10,10,10,9,"girona"
"Private room",2,1,1,1,25,1,3,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",7,3,3,6,74,1,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",4,2,2,0,150,3,60,53,100,10,10,10,10,10,10,"madrid"
"Entire home/apt",4,1,1,2,65,1,366,118,90,9,9,9,10,10,9,"madrid"
"Private room",2,2,1,2,330,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",3,1,1,3,110,1,1125,1,100,10,10,10,10,10,10,"mallorca"
"Private room",2,1,1,1,20,1,1125,36,76,8,7,9,9,9,8,"sevilla"
"Entire home/apt",6,2,3,5,145,7,1125,6,87,9,9,7,9,9,9,"mallorca"
"Private room",2,1,1,1,34,1,5,37,88,9,8,10,10,9,9,"barcelona"
"Entire home/apt",3,1,2,2,100,3,30,29,95,10,10,10,10,10,10,"barcelona"
"Private room",2,1,1,1,39,1,3,21,95,10,10,10,10,9,9,"madrid"
"Private room",1,1,1,1,23,3,62,38,95,10,10,10,9,9,10,"barcelona"
"Entire home/apt",8,2,4,6,55,1,1125,2,90,9,10,10,10,9,10,"girona"
"Entire home/apt",8,3,4,5,246,1,1125,2,70,9,9,10,10,8,7,"mallorca"
"Private room",2,1,1,1,80,1,3,53,98,10,10,10,10,10,10,"girona"
"Entire home/apt",6,1,1,3,120,4,1000,104,83,9,8,10,10,9,8,"barcelona"
"Private room",2,1,1,1,40,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",4,2,1,2,300,2,7,0,92,9,9,10,10,10,9,"madrid"
"Private room",1,2,1,1,16,1,1125,102,79,8,8,9,9,9,8,"barcelona"
"Private room",5,2,1,5,66,2,15,49,95,10,10,10,10,10,10,"barcelona"
"Entire home/apt",9,4,4,5,143,7,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",2,1,1,2,55,4,1125,50,100,10,10,10,10,10,10,"madrid"
"Entire home/apt",6,3,3,3,225,3,1125,25,98,10,10,10,10,10,9,"madrid"
"Entire home/apt",6,1,2,5,106,3,1125,2,90,10,8,10,10,10,9,"barcelona"
"Entire home/apt",6,2,3,5,150,10,90,4,85,10,10,10,10,9,10,"madrid"
"Entire home/apt",4,1,2,3,75,1,1125,51,95,10,9,10,10,10,9,"menorca"
"Entire home/apt",6,2,4,4,140,6,1125,1,100,10,10,10,10,10,10,"mallorca"
"Entire home/apt",4,1,0,2,70,2,1125,16,96,10,10,10,10,10,10,"sevilla"
"Entire home/apt",4,1,1,2,100,2,1125,33,97,10,10,10,10,9,9,"barcelona"
"Entire home/apt",2,1,1,2,220,3,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",8,2,4,7,275,4,15,17,87,9,8,9,9,9,8,"barcelona"
"Entire home/apt",3,1,1,2,51,1,1125,282,96,9,8,9,10,10,9,"madrid"
"Entire home/apt",7,3,4,5,115,1,1125,1,100,10,10,10,10,10,10,"girona"
"Entire home/apt",6,1,2,5,90,5,1125,0,92,9,9,10,10,10,9,"barcelona"
"Private room",4,1,2,3,62,1,1001,70,99,10,10,10,10,10,10,"girona"
"Entire home/apt",3,1,1,1,65,2,30,12,88,9,9,10,9,10,8,"girona"
"Entire home/apt",6,2,3,3,245,4,59,2,100,10,10,10,10,8,10,"mallorca"
"Private room",2,1,1,1,40,7,30,0,92,9,9,10,10,10,9,"barcelona"
"Private room",2,1,2,1,35,2,30,1,100,10,10,10,10,10,10,"barcelona"
"Entire home/apt",5,1,2,4,190,1,1125,1,80,8,6,10,10,10,8,"barcelona"
"Entire home/apt",8,5,4,5,340,7,1125,0,92,9,9,10,10,10,9,"mallorca"
"Private room",1,1,1,1,24,2,1125,12,95,10,9,10,10,10,10,"madrid"
"Entire home/apt",12,5,6,12,294,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Private room",4,1,2,2,50,3,1125,61,91,9,9,9,9,9,9,"barcelona"
"Private room",1,2,1,1,24,2,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",6,2,2,3,25,3,120,2,80,5,9,9,7,10,6,"girona"
"Private room",1,1,1,1,25,1,180,263,98,10,9,10,10,10,10,"barcelona"
"Entire home/apt",4,1,1,2,32,2,60,16,96,10,10,10,10,10,9,"sevilla"
"Entire home/apt",6,3,4,4,229,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,1,2,2,69,1,27,6,87,9,9,9,9,10,9,"madrid"
"Private room",5,1,2,4,19,2,365,2,100,10,10,10,10,10,9,"madrid"
"Private room",2,1,1,1,35,2,6,1,100,8,10,10,10,10,10,"barcelona"
"Entire home/apt",4,2,2,2,82,1,1125,347,94,10,9,10,10,10,9,"barcelona"
"Private room",3,3,1,3,150,2,10,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",5,1,3,4,80,2,1125,16,86,10,9,9,9,8,9,"valencia"
"Entire home/apt",4,1,1,4,80,3,21,33,97,10,9,10,10,10,9,"girona"
"Entire home/apt",6,1,2,4,200,5,1125,22,90,9,9,10,10,9,9,"menorca"
"Private room",2,1,1,1,30,1,1125,2,100,10,10,10,10,9,10,"madrid"
"Entire home/apt",4,1,2,2,132,4,180,11,100,10,10,10,10,10,10,"mallorca"
"Entire home/apt",4,1,3,3,50,3,1125,21,97,10,10,10,10,9,9,"valencia"
"Entire home/apt",8,3,4,4,250,2,1125,66,85,8,7,9,8,9,8,"madrid"
"Entire home/apt",6,2,2,3,156,1,365,96,94,10,10,10,10,10,9,"sevilla"
"Private room",4,3,2,2,179,2,45,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",8,4,4,4,300,4,1125,2,100,10,10,10,10,10,9,"mallorca"
"Entire home/apt",10,4,4,5,206,1,1125,60,96,10,10,9,9,10,9,"madrid"
"Entire home/apt",8,2,3,4,99,2,1125,1,100,8,10,10,10,10,8,"sevilla"
"Entire home/apt",6,2,3,5,123,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",2,1,1,1,85,2,6,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",9,3,4,7,275,4,1125,2,90,8,10,8,9,10,9,"girona"
"Entire home/apt",7,2,3,6,150,2,30,9,98,10,10,10,10,10,10,"girona"
"Private room",2,1,1,1,184,1,1125,0,92,9,9,10,10,10,9,"menorca"
"Entire home/apt",6,2,3,4,108,2,30,49,97,10,10,10,10,10,10,"valencia"
"Entire home/apt",6,2,3,4,150,28,900,6,87,9,8,9,9,10,9,"barcelona"
"Entire home/apt",6,2,2,2,122,3,30,28,89,9,9,10,9,10,9,"barcelona"
"Entire home/apt",4,2,2,3,80,32,365,1,100,10,10,10,10,10,10,"barcelona"
"Private room",1,1,1,1,19,3,1125,59,96,10,9,10,10,10,9,"valencia"
"Entire home/apt",4,1,1,1,53,7,365,111,95,10,10,9,10,10,9,"madrid"
"Entire home/apt",2,1,1,2,72,3,1125,43,95,10,9,10,10,10,9,"valencia"
"Entire home/apt",6,1,3,5,56,1,1125,6,83,9,9,9,8,9,9,"girona"
"Private room",2,2,1,1,50,1,1125,3,100,10,9,9,9,9,9,"barcelona"
"Private room",2,1,1,1,18,4,1125,28,95,10,10,10,10,9,10,"barcelona"
"Entire home/apt",6,1,3,5,189,5,300,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",6,1,2,3,80,1,27,17,80,9,8,9,9,9,8,"barcelona"
"Entire home/apt",4,1,0,2,58,2,120,23,97,10,10,10,10,10,10,"malaga"
"Entire home/apt",3,1,1,1,50,1,30,2,80,8,8,9,9,10,9,"malaga"
"Entire home/apt",6,2,2,6,98,2,1125,4,85,10,9,10,10,10,9,"valencia"
"Entire home/apt",10,4,5,5,398,1,1125,0,92,9,9,10,10,10,9,"menorca"
"Entire home/apt",2,1,0,1,40,3,30,71,94,10,10,10,10,10,9,"sevilla"
"Entire home/apt",2,1,0,2,85,7,1125,5,100,10,9,10,9,10,9,"madrid"
"Entire home/apt",6,2,3,4,50,3,1124,31,99,10,10,10,10,10,10,"mallorca"
"Entire home/apt",6,2,2,4,72,1,1125,4,90,10,10,10,10,10,9,"valencia"
"Entire home/apt",4,1,1,1,96,4,31,3,100,9,9,9,9,9,10,"girona"
"Entire home/apt",5,1,2,4,75,3,1125,10,98,10,10,10,10,9,10,"madrid"
"Entire home/apt",16,3,8,10,290,4,31,0,92,9,9,10,10,10,9,"mallorca"
"Private room",2,1,1,1,200,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",5,1,1,1,80,15,1125,3,80,10,8,10,9,9,7,"malaga"
"Private room",2,1,1,1,30,31,1125,17,95,10,10,10,10,9,9,"barcelona"
"Entire home/apt",6,1,2,2,95,3,1125,124,94,10,10,10,10,10,9,"madrid"
"Entire home/apt",5,2,3,4,70,2,30,12,97,10,10,10,10,10,9,"valencia"
"Private room",1,1,1,1,36,2,6,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",2,1,1,1,35,2,1125,38,89,9,9,10,10,10,9,"girona"
"Entire home/apt",7,1,3,3,60,2,90,36,90,9,9,10,9,9,9,"sevilla"
"Entire home/apt",2,1,0,1,60,2,1125,1,20,2,8,2,6,10,2,"madrid"
"Private room",2,1,1,2,40,2,15,32,95,10,9,10,10,10,9,"barcelona"
"Entire home/apt",2,1,1,2,75,1,28,0,92,9,9,10,10,10,9,"menorca"
"Entire home/apt",4,1,2,3,71,2,1125,49,88,10,9,9,9,9,9,"malaga"
"Entire home/apt",6,2,2,2,140,3,20,0,92,9,9,10,10,10,9,"barcelona"
"Private room",2,1,1,2,59,3,1125,4,95,10,9,10,10,10,9,"mallorca"
"Entire home/apt",2,1,1,1,52,32,180,2,100,10,9,9,10,8,8,"barcelona"
"Entire home/apt",2,1,1,1,99,2,1125,0,92,9,9,10,10,10,9,"madrid"
"Private room",3,1,1,2,40,1,30,15,95,10,10,10,10,9,9,"barcelona"
"Entire home/apt",8,1,2,5,50,1,1125,77,90,9,8,10,10,9,9,"girona"
"Entire home/apt",7,3,3,5,275,31,40,1,100,10,10,10,10,10,10,"barcelona"
"Entire home/apt",6,2,3,5,152,1,1125,2,90,10,9,9,9,10,9,"girona"
"Entire home/apt",7,2,3,4,600,2,31,15,83,9,8,8,9,9,8,"barcelona"
"Entire home/apt",5,2,2,3,170,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",6,2,3,4,94,7,1125,10,96,10,10,10,9,10,10,"mallorca"
"Entire home/apt",6,1,2,3,75,2,1125,6,97,9,10,9,10,10,9,"madrid"
"Private room",2,1,1,1,200,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Private room",2,1,1,1,60,3,1125,1,92,9,9,10,10,10,9,"sevilla"
"Private room",2,1,2,1,25,2,1125,54,90,10,9,9,10,9,9,"barcelona"
"Entire home/apt",4,1,1,1,60,2,1124,1,100,10,10,10,10,10,8,"malaga"
"Entire home/apt",3,1,0,2,46,2,1125,10,94,9,10,10,10,10,9,"madrid"
"Entire home/apt",4,2,2,3,100,7,29,3,90,9,10,10,10,10,9,"girona"
"Hotel room",6,1,3,5,599,2,29,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",6,3,5,5,393,7,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",4,2,2,3,150,1,1125,106,85,9,8,9,9,10,8,"barcelona"
"Entire home/apt",10,4,7,10,787,7,7,1,100,10,10,10,10,10,10,"mallorca"
"Entire home/apt",5,1,2,4,79,2,90,82,93,9,9,10,10,10,9,"barcelona"
"Entire home/apt",2,1,1,1,43,1,125,305,94,9,9,10,10,10,9,"madrid"
"Entire home/apt",8,4,4,7,217,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",6,1,2,4,59,1,365,68,90,9,9,9,10,10,9,"barcelona"
"Entire home/apt",6,2,4,4,77,7,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",2,1,1,1,75,2,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",9,3,5,8,140,5,1125,7,94,9,9,10,10,9,9,"valencia"
"Entire home/apt",2,2,1,1,580,2,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",6,1,2,5,70,1,1125,0,92,9,9,10,10,10,9,"valencia"
"Entire home/apt",5,1,4,4,130,7,31,2,100,10,10,10,10,10,9,"mallorca"
"Private room",1,2,1,1,45,2,5,41,98,10,10,10,10,10,9,"barcelona"
"Entire home/apt",5,1,3,4,115,5,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",8,2,4,8,305,5,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",5,1,1,2,85,3,15,22,92,10,9,10,10,9,9,"madrid"
"Entire home/apt",4,1,1,2,110,30,365,2,90,10,9,10,9,9,9,"madrid"
"Entire home/apt",3,1,1,2,120,1,1125,3,73,8,8,9,9,10,9,"mallorca"
"Entire home/apt",4,1,1,2,60,3,1125,55,91,9,9,10,9,9,9,"madrid"
"Entire home/apt",6,2,4,5,600,5,30,2,100,10,10,10,10,10,10,"menorca"
"Entire home/apt",6,2,2,4,125,2,1125,57,98,10,10,10,10,10,10,"sevilla"
"Private room",3,4,3,3,18,1,31,5,76,8,6,6,8,9,7,"madrid"
"Entire home/apt",6,2,3,5,230,3,30,16,100,10,10,10,10,10,10,"mallorca"
"Entire home/apt",4,1,1,2,78,2,1125,29,99,10,10,10,10,10,9,"madrid"
"Entire home/apt",4,1,1,2,68,3,1022,56,86,9,9,9,9,10,9,"madrid"
"Entire home/apt",4,1,2,3,65,2,1124,13,88,9,10,10,10,10,9,"girona"
"Private room",1,2,1,1,30,2,1125,1,100,10,10,10,10,10,10,"barcelona"
"Private room",3,1,1,3,20,2,1125,70,87,9,9,9,9,9,9,"barcelona"
"Private room",2,1,1,1,40,2,1125,3,100,10,9,10,10,9,9,"mallorca"
"Entire home/apt",6,1,2,4,264,1,1125,1,100,10,10,10,10,10,8,"barcelona"
"Private room",2,1,2,1,23,2,14,23,77,8,8,9,9,8,8,"barcelona"
"Entire home/apt",8,3,4,4,350,7,1125,1,100,10,10,10,10,10,10,"mallorca"
"Private room",2,1,1,1,30,3,28,0,92,9,9,10,10,10,9,"madrid"
"Private room",2,1,1,1,100,1,1125,2,100,10,10,10,10,10,10,"menorca"
"Entire home/apt",6,2,3,4,148,3,700,15,100,10,10,10,10,10,10,"mallorca"
"Private room",2,2,1,1,60,1,15,11,96,10,10,9,10,9,9,"girona"
"Entire home/apt",6,2,2,2,94,2,1125,34,100,10,10,10,10,10,10,"madrid"
"Private room",2,2,1,1,28,1,1,1,100,10,10,10,10,10,10,"madrid"
"Entire home/apt",6,2,3,5,145,2,330,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",4,2,2,2,100,3,1125,26,93,10,10,10,9,9,9,"mallorca"
"Entire home/apt",4,1,2,4,63,3,1125,42,92,9,10,9,9,10,9,"barcelona"
"Private room",2,1,1,1,25,2,30,4,80,10,9,10,10,9,8,"valencia"
"Entire home/apt",4,1,2,2,50,1,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",2,1,1,1,108,3,1124,280,99,10,10,10,10,10,10,"barcelona"
"Entire home/apt",14,4,5,7,300,3,1125,14,93,10,9,10,10,10,10,"girona"
"Entire home/apt",6,2,4,5,90,2,1125,13,95,10,10,10,10,9,9,"madrid"
"Entire home/apt",4,1,1,2,70,2,31,46,90,9,9,10,10,10,9,"sevilla"
"Entire home/apt",2,1,1,1,39,30,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",6,2,3,0,67,32,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",5,1,2,3,92,3,1125,0,92,9,9,10,10,10,9,"barcelona"
"Private room",2,1,1,2,51,2,30,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",2,1,1,1,90,4,1125,0,92,9,9,10,10,10,9,"madrid"
"Private room",2,1,1,1,60,3,14,22,93,10,9,10,10,10,9,"mallorca"
"Entire home/apt",2,1,0,0,79,2,1125,31,95,10,10,9,9,10,9,"sevilla"
"Private room",1,1,1,1,25,2,4,2,100,9,10,10,10,8,9,"madrid"
"Entire home/apt",4,1,1,2,121,1,1125,7,91,9,9,9,10,9,9,"girona"
"Entire home/apt",4,1,2,2,74,1,1124,265,87,9,9,9,9,10,9,"madrid"
"Entire home/apt",4,1,1,2,56,1,1125,28,83,9,9,10,9,8,9,"madrid"
"Entire home/apt",2,1,1,2,80,3,1125,14,90,9,10,10,10,9,9,"madrid"
"Private room",4,1,1,1,150,3,30,10,98,9,9,10,10,10,10,"mallorca"
"Private room",3,1,1,2,50,1,4,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",2,1,1,2,39,2,7,2,100,10,10,10,10,10,10,"menorca"
"Private room",2,1,1,1,23,3,1125,81,91,10,9,10,10,10,9,"madrid"
"Entire home/apt",5,1,3,3,92,32,330,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",2,1,0,1,60,1,31,2,20,2,2,2,2,2,2,"madrid"
"Entire home/apt",4,1,1,3,120,3,1125,2,100,10,8,10,10,10,10,"mallorca"
"Entire home/apt",6,4,3,3,270,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Private room",2,2,1,1,25,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Private room",2,2,1,1,34,2,1125,4,95,10,9,10,10,10,9,"barcelona"
"Private room",1,2,1,1,16,1,10,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",5,2,3,5,95,2,1125,138,90,10,9,10,10,10,9,"barcelona"
"Private room",2,2,1,1,58,21,25,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,2,2,75,2,1125,166,96,10,10,9,10,10,9,"valencia"
"Entire home/apt",8,4,4,4,95,7,1125,7,100,10,10,10,10,9,10,"madrid"
"Entire home/apt",6,2,3,6,191,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Private room",2,1,1,2,27,2,1125,2,90,10,10,10,10,10,10,"malaga"
"Entire home/apt",8,3,4,5,450,7,1125,1,92,9,9,10,10,10,9,"girona"
"Private room",1,2,1,1,70,1,1125,2,20,2,2,2,2,2,2,"valencia"
"Private room",2,2,1,1,50,1,30,7,97,9,10,9,9,9,10,"mallorca"
"Entire home/apt",4,1,1,2,33,1,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",6,2,3,6,200,1,1125,0,92,9,9,10,10,10,9,"menorca"
"Private room",2,1,1,1,36,1,1125,34,96,10,9,10,10,10,10,"madrid"
"Private room",2,2,1,1,35,1,1125,39,89,9,10,9,9,9,9,"barcelona"
"Entire home/apt",6,2,4,4,120,3,1125,27,89,9,10,10,10,10,8,"barcelona"
"Private room",1,3,1,1,19,5,1125,0,92,9,9,10,10,10,9,"valencia"
"Entire home/apt",4,1,1,2,60,5,1125,1,100,10,8,10,10,10,10,"mallorca"
"Entire home/apt",2,2,1,1,60,3,1125,18,97,10,10,10,10,9,9,"malaga"
"Entire home/apt",4,1,2,2,93,3,1125,1,80,8,10,10,10,10,8,"barcelona"
"Private room",4,2,4,4,23,30,1125,0,92,9,9,10,10,10,9,"sevilla"
"Entire home/apt",3,1,2,2,50,30,330,1,100,10,10,10,10,10,10,"barcelona"
"Entire home/apt",4,2,2,3,38,2,1125,63,86,9,9,9,9,10,9,"madrid"
"Entire home/apt",6,2,2,4,70,6,1100,45,98,10,10,10,10,10,10,"madrid"
"Entire home/apt",4,2,3,3,70,32,96,1,100,10,10,10,10,10,10,"barcelona"
"Entire home/apt",8,3,4,6,311,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Private room",2,1,1,1,25,2,5,1,40,4,10,10,8,6,4,"valencia"
"Private room",1,1,1,1,75,1,30,33,93,9,10,10,10,10,9,"barcelona"
"Private room",2,1,1,1,75,2,59,12,93,10,10,10,10,10,9,"sevilla"
"Entire home/apt",3,1,1,2,150,7,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",5,1,2,4,78,7,365,6,88,10,8,10,10,10,9,"mallorca"
"Private room",2,1,1,1,120,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",3,1,2,2,92,1,1125,1,20,2,2,2,2,2,2,"sevilla"
"Entire home/apt",12,4,6,8,322,1,1125,0,92,9,9,10,10,10,9,"menorca"
